page,sidebar_name,sidebar_item,destination
/live-incident-feed,Dashboard Navigation Panel,medical_services Health,/medical_services-health
/live-incident-feed,Dashboard Navigation Panel,location_city GADA,/location_city-gada
/live-incident-feed,Dashboard Navigation Panel,Security Audit Passed,/security-audit-passed
/local-governance,Dashboard Navigation Panel,payments Economic Transformation,/payments-economic-transformation
/local-governance,Dashboard Navigation Panel,account_balance Digital Government,/account_balance-digital-government
/local-governance,Dashboard Navigation Panel,mitre Transparent Governance,/mitre-transparent-governance
/local-governance,Dashboard Navigation Panel,security Public Trust,/security-public-trust
/local-governance,Dashboard Navigation Panel,Invest Abia,/invest-abia
/local-governance,Dashboard Navigation Panel,Serve Abia,/serve-abia
/local-governance,Dashboard Navigation Panel,Build Abia,/build-abia
/local-governance,Dashboard Navigation Panel,Open Abia,/open-abia
/mda-performance,Dashboard Navigation Panel,payments Economic Transformation,/payments-economic-transformation
/mda-performance,Dashboard Navigation Panel,account_balance Digital Government,/account_balance-digital-government
/mda-performance,Dashboard Navigation Panel,mitre Transparent Governance,/mitre-transparent-governance
/mda-performance,Dashboard Navigation Panel,security Public Trust,/security-public-trust
/mda-performance,Dashboard Navigation Panel,Invest Abia,/invest-abia
/mda-performance,Dashboard Navigation Panel,Serve Abia,/serve-abia
/mda-performance,Dashboard Navigation Panel,Build Abia,/build-abia
/mda-performance,Dashboard Navigation Panel,Open Abia,/open-abia
/ministry-of-agriculture,Dashboard Navigation Panel,Read Story open_in_new,/read-story-open_in_new
/ministry-of-agriculture,Dashboard Navigation Panel,Read Story open_in_new,/read-story-open_in_new
/ministry-of-agriculture,Dashboard Navigation Panel,Read Story open_in_new,/read-story-open_in_new
/ministry-of-agriculture,Dashboard Navigation Panel,Invest Abia,/invest-abia
/ministry-of-agriculture,Dashboard Navigation Panel,Serve Abia,/serve-abia
/ministry-of-agriculture,Dashboard Navigation Panel,Build Abia,/build-abia
/ministry-of-agriculture,Dashboard Navigation Panel,Open Abia,/open-abia
/ministry-of-agriculture-2,Dashboard Navigation Panel,dashboard Dashboard,/dashboard-dashboard
/ministry-of-agriculture-2,Dashboard Navigation Panel,Invest,/invest
/ministry-of-agriculture-2,Dashboard Navigation Panel,Jobs,/jobs
/ministry-of-agriculture-2,Dashboard Navigation Panel,Serve,/serve
/ministry-of-agriculture-2,Dashboard Navigation Panel,Open Data,/open-data
/ministry-of-agriculture-2,Dashboard Navigation Panel,Budget Report,/budget-report
/ministry-of-agriculture-2,Dashboard Navigation Panel,Investment Guide,/investment-guide
/ministry-of-agriculture-2,Dashboard Navigation Panel,Press Office,/press-office
/ministry-of-agriculture-3,Dashboard Navigation Panel,dashboard Command Center,/dashboard-command-center
/ministry-of-agriculture-3,Dashboard Navigation Panel,campaign Communications,/campaign-communications
/ministry-of-agriculture-3,Dashboard Navigation Panel,agriculture Agriculture,/agriculture-agriculture
/ministry-of-agriculture-3,Dashboard Navigation Panel,medical_services Health,/medical_services-health
/ministry-of-agriculture-3,Dashboard Navigation Panel,location_city GADA,/location_city-gada
/ministry-of-agriculture-3,Dashboard Navigation Panel,Security Audit,/security-audit
/ministry-of-agriculture-mobile,Dashboard Navigation Panel,dashboard Dashboard,/dashboard-dashboard
/ministry-of-agriculture-mobile-2,Dashboard Navigation Panel,dashboard Dashboard,/dashboard-dashboard
/ministry-of-communication,Dashboard Navigation Panel,dashboard Command Center,/dashboard-command-center
/ministry-of-communication,Dashboard Navigation Panel,campaign Communications,/campaign-communications
/ministry-of-communication,Dashboard Navigation Panel,agriculture Agriculture,/agriculture-agriculture
/ministry-of-communication,Dashboard Navigation Panel,medical_services Health,/medical_services-health
/ministry-of-communication,Dashboard Navigation Panel,location_city GADA,/location_city-gada
/ministry-of-communication,Dashboard Navigation Panel,Security Audit,/security-audit
/ministry-of-communication-2,Dashboard Navigation Panel,Invest Abia,/invest-abia
/ministry-of-communication-2,Dashboard Navigation Panel,Serve Abia,/serve-abia
/ministry-of-communication-2,Dashboard Navigation Panel,Build Abia,/build-abia
/ministry-of-communication-2,Dashboard Navigation Panel,Open Abia,/open-abia
/ministry-of-health,Dashboard Navigation Panel,dashboard Health Index,/dashboard-health-index
/ministry-of-health,Dashboard Navigation Panel,Security Audit,/security-audit
/ministry-of-health-2,Dashboard Navigation Panel,Invest Abia,/invest-abia
/ministry-of-health-2,Dashboard Navigation Panel,Serve Abia,/serve-abia
/ministry-of-health-2,Dashboard Navigation Panel,Build Abia,/build-abia
/ministry-of-health-2,Dashboard Navigation Panel,Open Abia,/open-abia
/ministry-of-health-2,Dashboard Navigation Panel,Health Stats,/health-stats
/ministry-of-health-2,Dashboard Navigation Panel,Public Health News,/public-health-news
/ministry-of-health-mobile-2,Dashboard Navigation Panel,Health Services,/health-services
/ministry-of-health-mobile-2,Dashboard Navigation Panel,dashboard Dashboard,/dashboard-dashboard
/news-press-center,Dashboard Navigation Panel,newspaper Abia Today,/newspaper-abia-today
/news-press-center,Dashboard Navigation Panel,Invest Abia,/invest-abia
/news-press-center,Dashboard Navigation Panel,Serve Abia,/serve-abia
/news-press-center,Dashboard Navigation Panel,Build Abia,/build-abia
/news-press-center,Dashboard Navigation Panel,Open Abia,/open-abia
/open-abia,Dashboard Navigation Panel,payments Economic Transformation,/payments-economic-transformation
/open-abia,Dashboard Navigation Panel,account_balance Digital Government,/account_balance-digital-government
/open-abia,Dashboard Navigation Panel,gavel Transparent Governance,/gavel-transparent-governance
/open-abia-2,Dashboard Navigation Panel,payments Economic Transformation,/payments-economic-transformation
/open-abia-2,Dashboard Navigation Panel,account_balance Digital Government,/account_balance-digital-government
/open-abia-2,Dashboard Navigation Panel,gavel Transparent Governance,/gavel-transparent-governance
/open-abia-mobile,Dashboard Navigation Panel,Dashboard,/dashboard
/open-abia-mobile,Dashboard Navigation Panel,MDA Budgets,/mda-budgets
/open-abia-mobile,Dashboard Navigation Panel,Procurement,/procurement
/open-abia-mobile,Dashboard Navigation Panel,dashboard Dashboard,/dashboard-dashboard
/procurement-tenders-registry,Dashboard Navigation Panel,payments Procurement Dashboard,/payments-procurement-dashboard
/procurement-tenders-registry,Dashboard Navigation Panel,account_balance Active Tenders,/account_balance-active-tenders
/procurement-tenders-registry,Dashboard Navigation Panel,security Audit Trails,/security-audit-trails
/procurement-tenders-registry,Dashboard Navigation Panel,Invest Abia,/invest-abia
/procurement-tenders-registry,Dashboard Navigation Panel,Serve Abia,/serve-abia
/procurement-tenders-registry,Dashboard Navigation Panel,Build Abia,/build-abia
/procurement-tenders-registry,Dashboard Navigation Panel,Open Abia,/open-abia
/public-reporting,Dashboard Navigation Panel,Digital Gov Docs,/digital-gov-docs
/science-technology,Dashboard Navigation Panel,mitre Science &amp; Tech Hub,/mitre-science-&amp;-tech-hub
/science-technology,Dashboard Navigation Panel,security Tech Parks,/security-tech-parks
/science-technology,Dashboard Navigation Panel,Invest Abia,/invest-abia
/science-technology,Dashboard Navigation Panel,Serve Abia,/serve-abia
/science-technology,Dashboard Navigation Panel,Build Abia,/build-abia
/science-technology,Dashboard Navigation Panel,Open Data Portal,/open-data-portal
/science-technology-2,Dashboard Navigation Panel,Invest,/invest
/science-technology-2,Dashboard Navigation Panel,Jobs,/jobs
/science-technology-2,Dashboard Navigation Panel,Serve,/serve
/science-technology-2,Dashboard Navigation Panel,dashboard Dashboard,/dashboard-dashboard
/science-technology-2,Dashboard Navigation Panel,security Security,/security-security
/science-technology-2,Dashboard Navigation Panel,Invest,/invest
/science-technology-2,Dashboard Navigation Panel,Jobs,/jobs
/science-technology-2,Dashboard Navigation Panel,Press Office,/press-office
/secure-abia-2,Dashboard Navigation Panel,dashboard Command Center,/dashboard-command-center
/secure-abia-2,Dashboard Navigation Panel,campaign Communications,/campaign-communications
/secure-abia-2,Dashboard Navigation Panel,agriculture Agriculture,/agriculture-agriculture
/secure-abia-2,Dashboard Navigation Panel,medical_services Health,/medical_services-health
/secure-abia-2,Dashboard Navigation Panel,location_city GADA,/location_city-gada
/secure-abia-2,Dashboard Navigation Panel,Incident Logs,/incident-logs
/secure-abia-2,Dashboard Navigation Panel,Security Audit,/security-audit
/secure-abia-3,Dashboard Navigation Panel,Invest,/invest
/secure-abia-3,Dashboard Navigation Panel,Jobs,/jobs
/secure-abia-3,Dashboard Navigation Panel,Serve,/serve
/secure-abia-3,Dashboard Navigation Panel,Open Map arrow_forward,/open-map-arrow_forward
/secure-abia-3,Dashboard Navigation Panel,Press Office,/press-office
/secure-abia-mobile-2,Dashboard Navigation Panel,dashboard Dashboard,/dashboard-dashboard
/serve-abia,Dashboard Navigation Panel,Serve Abia,/serve-abia
/serve-abia,Dashboard Navigation Panel,Jobs Abia,/jobs-abia
/serve-abia,Dashboard Navigation Panel,AI Academy,/ai-academy
/serve-abia,Dashboard Navigation Panel,Connect Abia,/connect-abia
/serve-abia,Dashboard Navigation Panel,Trade Licenses,/trade-licenses
/serve-abia,Dashboard Navigation Panel,Building Plan Approval,/building-plan-approval
/serve-abia,Dashboard Navigation Panel,Land Ownership Records,/land-ownership-records
/serve-abia,Dashboard Navigation Panel,Utility Connections,/utility-connections
/serve-abia,Dashboard Navigation Panel,Health Facility Finder,/health-facility-finder
/serve-abia,Dashboard Navigation Panel,Institutional News,/institutional-news
/serve-abia,Dashboard Navigation Panel,State Budget,/state-budget
/serve-abia-2,Dashboard Navigation Panel,payments Economic Transformation,/payments-economic-transformation
/serve-abia-2,Dashboard Navigation Panel,account_balance Digital Government,/account_balance-digital-government
/serve-abia-2,Dashboard Navigation Panel,gavel Transparent Governance,/gavel-transparent-governance
/serve-abia-3,Dashboard Navigation Panel,Invest Abia,/invest-abia
/serve-abia-3,Dashboard Navigation Panel,Serve Abia,/serve-abia
/serve-abia-3,Dashboard Navigation Panel,Build Abia,/build-abia
/serve-abia-3,Dashboard Navigation Panel,Open Abia,/open-abia
/serve-abia-mobile,Dashboard Navigation Panel,dashboard Dashboard,/dashboard-dashboard
/sme-growth-support,Dashboard Navigation Panel,payments Economic Transformation,/payments-economic-transformation
/sme-growth-support,Dashboard Navigation Panel,account_balance Digital Government,/account_balance-digital-government
/sme-growth-support,Dashboard Navigation Panel,mitre Transparent Governance,/mitre-transparent-governance
/sme-growth-support,Dashboard Navigation Panel,security Public Trust,/security-public-trust
/sme-growth-support,Dashboard Navigation Panel,Invest Abia,/invest-abia
/sme-growth-support,Dashboard Navigation Panel,Serve Abia,/serve-abia
/sme-growth-support,Dashboard Navigation Panel,Build Abia,/build-abia
/sme-growth-support,Dashboard Navigation Panel,Open Abia,/open-abia
/social-welfare,Dashboard Navigation Panel,payments Economic Transformation,/payments-economic-transformation
/social-welfare,Dashboard Navigation Panel,account_balance Digital Government,/account_balance-digital-government
/social-welfare,Dashboard Navigation Panel,mitre Transparent Governance,/mitre-transparent-governance
/social-welfare,Dashboard Navigation Panel,security Public Trust,/security-public-trust
/social-welfare,Dashboard Navigation Panel,Explore Services open_in_new,/explore-services-open_in_new
/social-welfare,Dashboard Navigation Panel,Access Benefits open_in_new,/access-benefits-open_in_new
/social-welfare,Dashboard Navigation Panel,Invest Abia,/invest-abia
/social-welfare,Dashboard Navigation Panel,Serve Abia,/serve-abia
/social-welfare,Dashboard Navigation Panel,Build Abia,/build-abia
/social-welfare,Dashboard Navigation Panel,Open Abia,/open-abia
/social-welfare,Dashboard Navigation Panel,Emergency Lines,/emergency-lines
/social-welfare-2,Dashboard Navigation Panel,Invest,/invest
/social-welfare-2,Dashboard Navigation Panel,Jobs,/jobs
/social-welfare-2,Dashboard Navigation Panel,Serve,/serve
/social-welfare-2,Dashboard Navigation Panel,dashboard Dashboard,/dashboard-dashboard
/social-welfare-2,Dashboard Navigation Panel,security Security,/security-security
/social-welfare-2,Dashboard Navigation Panel,Press Office,/press-office
/sovereign-fund-investment-portfolio,Dashboard Navigation Panel,payments Economic Transformation,/payments-economic-transformation
/sovereign-fund-investment-portfolio,Dashboard Navigation Panel,account_balance Digital Government,/account_balance-digital-government
/sovereign-fund-investment-portfolio,Dashboard Navigation Panel,mitre Transparent Governance,/mitre-transparent-governance
/sovereign-fund-investment-portfolio,Dashboard Navigation Panel,security Public Trust,/security-public-trust
/sovereign-fund-investment-portfolio,Dashboard Navigation Panel,Invest Abia,/invest-abia
/sovereign-fund-investment-portfolio,Dashboard Navigation Panel,Build Abia,/build-abia
/sovereign-fund-investment-portfolio,Dashboard Navigation Panel,Open Abia,/open-abia
/sovereign-fund-investment-portfolio,Dashboard Navigation Panel,Serve Abia,/serve-abia
/state-archives,Dashboard Navigation Panel,account_balance Executive Archives,/account_balance-executive-archives
/state-archives,Dashboard Navigation Panel,security Public Trust Data,/security-public-trust-data
/state-archives,Dashboard Navigation Panel,Invest Abia,/invest-abia
/state-archives,Dashboard Navigation Panel,Serve Abia,/serve-abia
/state-archives,Dashboard Navigation Panel,Build Abia,/build-abia
/state-archives,Dashboard Navigation Panel,Open Abia,/open-abia
/tourism-culture,Dashboard Navigation Panel,payments Economic Transformation,/payments-economic-transformation
/tourism-culture,Dashboard Navigation Panel,mitre Cultural Heritage,/mitre-cultural-heritage
/tourism-culture,Dashboard Navigation Panel,account_balance Digital Government,/account_balance-digital-government
/tourism-culture,Dashboard Navigation Panel,security Public Trust,/security-public-trust
/tourism-culture,Dashboard Navigation Panel,Open Explorer arrow_right_alt,/open-explorer-arrow_right_alt
/tourism-culture,Dashboard Navigation Panel,Invest Abia,/invest-abia
/tourism-culture,Dashboard Navigation Panel,Serve Abia,/serve-abia
/tourism-culture,Dashboard Navigation Panel,Build Abia,/build-abia
/tourism-culture,Dashboard Navigation Panel,Open Abia,/open-abia
/tourism-culture,Dashboard Navigation Panel,E-Governance Hub,/e-governance-hub
/tourism-culture-2,Dashboard Navigation Panel,Invest,/invest
/tourism-culture-2,Dashboard Navigation Panel,Jobs,/jobs
/tourism-culture-2,Dashboard Navigation Panel,Serve,/serve
/tourism-culture-2,Dashboard Navigation Panel,Agriculture,/agriculture
/tourism-culture-2,Dashboard Navigation Panel,Commerce,/commerce
/tourism-culture-2,Dashboard Navigation Panel,Budget,/budget
/tourism-culture-2,Dashboard Navigation Panel,News Room,/news-room
/tourism-culture-2,Dashboard Navigation Panel,Press Office,/press-office
/trade-logistics-mobile,Dashboard Navigation Panel,dashboard Dashboard,/dashboard-dashboard
/transparent-governance,Dashboard Navigation Panel,mitre Governance,/mitre-governance
/transparent-governance,Dashboard Navigation Panel,account_balance Digital Gov,/account_balance-digital-gov
/transparent-governance,Dashboard Navigation Panel,security Public Trust,/security-public-trust
/transparent-governance,Dashboard Navigation Panel,Invest Abia,/invest-abia
/transparent-governance,Dashboard Navigation Panel,Serve Abia,/serve-abia
/transparent-governance,Dashboard Navigation Panel,Build Abia,/build-abia
/transparent-governance,Dashboard Navigation Panel,Open Abia,/open-abia
/transparent-governance-2,Dashboard Navigation Panel,payments Economic Transformation,/payments-economic-transformation
/transparent-governance-2,Dashboard Navigation Panel,account_balance Digital Government,/account_balance-digital-government
/transparent-governance-2,Dashboard Navigation Panel,gavel Transparent Governance,/gavel-transparent-governance
/transport-mobility,Dashboard Navigation Panel,payments Economic Transformation,/payments-economic-transformation
/transport-mobility,Dashboard Navigation Panel,account_balance Digital Government,/account_balance-digital-government
/transport-mobility,Dashboard Navigation Panel,mitre Transparent Governance,/mitre-transparent-governance
/transport-mobility,Dashboard Navigation Panel,security Public Trust,/security-public-trust
/transport-mobility,Dashboard Navigation Panel,Invest Abia,/invest-abia
/transport-mobility,Dashboard Navigation Panel,Serve Abia,/serve-abia
/transport-mobility,Dashboard Navigation Panel,Build Abia,/build-abia
/transport-mobility,Dashboard Navigation Panel,Open Abia,/open-abia
/transport-mobility-2,Dashboard Navigation Panel,Invest,/invest
/transport-mobility-2,Dashboard Navigation Panel,Jobs,/jobs
/transport-mobility-2,Dashboard Navigation Panel,Serve,/serve
/transport-mobility-2,Dashboard Navigation Panel,dashboard Dashboard,/dashboard-dashboard
/transport-mobility-2,Dashboard Navigation Panel,Press Office,/press-office
/transport-mobility-hub-mobile,Dashboard Navigation Panel,dashboard Dashboard,/dashboard-dashboard
/utilities-environment,Dashboard Navigation Panel,water_drop Water Projects,/water_drop-water-projects
/utilities-environment,Dashboard Navigation Panel,description Active Tenders,/description-active-tenders
/utilities-environment,Dashboard Navigation Panel,Invest Abia,/invest-abia
/utilities-environment,Dashboard Navigation Panel,Serve Abia,/serve-abia
/utilities-environment,Dashboard Navigation Panel,Build Abia,/build-abia
/utilities-environment,Dashboard Navigation Panel,Open Abia,/open-abia
/water-resources-irrigation,Dashboard Navigation Panel,payments Economic Transformation,/payments-economic-transformation
/water-resources-irrigation,Dashboard Navigation Panel,account_balance Digital Government,/account_balance-digital-government
/water-resources-irrigation,Dashboard Navigation Panel,mitre Transparent Governance,/mitre-transparent-governance
/water-resources-irrigation,Dashboard Navigation Panel,security Public Trust,/security-public-trust
/water-resources-irrigation,Dashboard Navigation Panel,Invest Abia,/invest-abia
/water-resources-irrigation,Dashboard Navigation Panel,Serve Abia,/serve-abia
/water-resources-irrigation,Dashboard Navigation Panel,Build Abia,/build-abia
/water-resources-irrigation,Dashboard Navigation Panel,Open Abia,/open-abia
/water-resources-irrigation-2,Dashboard Navigation Panel,dashboard Dashboard,/dashboard-dashboard
/water-resources-irrigation-2,Dashboard Navigation Panel,security Security,/security-security
/water-resources-irrigation-2,Dashboard Navigation Panel,Press Office,/press-office
/women-gender-affairs,Dashboard Navigation Panel,payments Economic Transformation,/payments-economic-transformation
/women-gender-affairs,Dashboard Navigation Panel,account_balance Digital Government,/account_balance-digital-government
/women-gender-affairs,Dashboard Navigation Panel,mitre Transparent Governance,/mitre-transparent-governance
/women-gender-affairs,Dashboard Navigation Panel,security Public Trust,/security-public-trust
/women-gender-affairs,Dashboard Navigation Panel,female Women &amp; Gender Affairs,/female-women-&amp;-gender-affairs
/women-gender-affairs,Dashboard Navigation Panel,Invest Abia,/invest-abia
/women-gender-affairs,Dashboard Navigation Panel,Serve Abia,/serve-abia
/women-gender-affairs,Dashboard Navigation Panel,Build Abia,/build-abia
/women-gender-affairs,Dashboard Navigation Panel,Open Abia,/open-abia
/women-gender-affairs-2,Dashboard Navigation Panel,Healthcare,/healthcare
/women-gender-affairs-2,Dashboard Navigation Panel,payments Abia Women Business,/payments-abia-women-business
/women-gender-affairs-2,Dashboard Navigation Panel,account_balance Maternal Health,/account_balance-maternal-health
/women-gender-affairs-2,Dashboard Navigation Panel,security GBV Support Center,/security-gbv-support-center
/women-gender-affairs-2,Dashboard Navigation Panel,Invest Abia,/invest-abia
/women-gender-affairs-2,Dashboard Navigation Panel,Serve Abia,/serve-abia
/women-gender-affairs-2,Dashboard Navigation Panel,Build Abia,/build-abia
/women-gender-affairs-2,Dashboard Navigation Panel,Open Abia,/open-abia
/women-gender-affairs-2,Dashboard Navigation Panel,home Home,/home-home
/women-gender-affairs-2,Dashboard Navigation Panel,medical_services Health,/medical_services-health
/women-gender-affairs-2,Dashboard Navigation Panel,security Safety,/security-safety
/women-gender-affairs-mobile,Dashboard Navigation Panel,dashboard Dashboard,/dashboard-dashboard
/youth-sports,Dashboard Navigation Panel,payments Economic Transformation,/payments-economic-transformation
/youth-sports,Dashboard Navigation Panel,account_balance Digital Government,/account_balance-digital-government
/youth-sports,Dashboard Navigation Panel,mitre Transparent Governance,/mitre-transparent-governance
/youth-sports,Dashboard Navigation Panel,security Public Trust,/security-public-trust
/youth-sports,Dashboard Navigation Panel,Invest Abia,/invest-abia
/youth-sports,Dashboard Navigation Panel,Serve Abia,/serve-abia
/youth-sports,Dashboard Navigation Panel,Build Abia,/build-abia
/youth-sports,Dashboard Navigation Panel,Open Abia,/open-abia
